
Ukrivljeni lok – Članice
8,Gjerek Uroš,058 - LD Logatec,421/5,433/7,,472/11,458/11,473/10,,2257/44
9,Baraga Sebastijan,052 - DLLL Snežniška Diana,434/7,443/9,434/9,,,429/7,476/9,2216/41
10,Ribič Klemen,006 - LK MINS Postojna,338/4,415/6,404/8,384/9,318/8,339/4,,2198/39
11,Novljan Žan,080 - LK Apolon,473/11,458/11,,,,,,931/22
12,Samotorčan Blaž,007 - LK Ankaran,422/6,410/5,,,,392/5,,1224/16
13,Polajžer Rok,076 - LK Hmeljček,,,,,,486/15,,486/15
14,Starman Gorazd,011 - LK Šenčur,,,,,,414/6,405/8,819/14
15,Ropotar Marcel,076 - LK Hmeljček,,,,376/8,,,393/6,769/14
16,Štepic Brane,011 - LK Šenčur,,,,,,477/12,,477/12
17,Gerkman Aleš,011 - LK Šenčur,,,,,,,400/7,400/7
18,Mihelič Gašper,066 - LK Paradoks,,,336/7,,,,,336/7
19,Vadnjal Rado,065 - DL Lucky Art,,,,,,,387/5,387/5
20,Slivnik Janez,028 - GLK Tržič,,,,,,328/3,,328/3
21,Kejžar Montaž,028 - GLK Tržič,,,,,,253/2,,253/2

Goli lok – Mlajše od 13 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Duša Laura,006 - LK MINS Postojna,508/25,459/*25,498/25,499/25,500/25,522/25,506/25,3033/150
2,Prosen Nina,067 - LK Budanje,421/20,,430/20,,476/20,409/20,390/12,2126/92
3,Drešar Tina,007 - LK Ankaran,385/15,357/12,380/15,,376/15,366/15,406/15,2270/87
4,Naumović Anabela,058 - LD Logatec,,383/20,249/10,,,329/12,413/20,1374/62
5,Duša Brina,006 - LK MINS Postojna,,268/11,306/11,240/20,116/0,,,930/42
6,Mesarič Saša,058 - LD Logatec,,376/15,345/12,,,,,721/27
7,Šušteršič Kobal Anja,007 - LK Ankaran,,174/0,,,,,,174/0

Goli lok – Mlajši od 13 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Smrtnik Luka,053 - ŠD VLR Vilijem,474/25,430/25,413/20,453/25,378/20,389/20,,2537/135
2,Kočevar Patrik,073 - TKD Sovica,,407/11,408/15,442/20,409/25,330/15,,1996/86
3,Rotar Gašper,080 - LK Apolon,372/12,370/8,331/10,359/12,373/12,,392/20,2197/74
4,Lutman Filip,014 - LK Gorica,422/15,416/12,396/12,338/11,340/*10,326/12,184/11,2082/73
5,Špeh Gašper,058 - LD Logatec,,429/20,433/25,,374/15,303/10,,1539/70
6,Štampek Maj,022 - LK Ilirska Bistrica,326/10,244/*5,394/11,328/10,373/11,313/11,371/15,2105/68
7,Kranjc Miha,073 - TKD Sovica,,375/9,,,,391/25,415/25,1181/59
8,Brezec Jan,007 - LK Ankaran,425/20,425/15,,,,,,850/35
9,Karidi Timotej,067 - LK Budanje,255/8,197/4,,,,223/9,,675/21
10,Komloš David,068 - LK Lendava,,,,365/15,,,,365/15
11,Gerkman Žiga,011 - LK Šenčur,,,,,,,260/12,260/12
12,Gec Rene,067 - LK Budanje,339/11,,,,,,,339/11
13,Gerhold Tilen,001 - LK Muta,,375/10,,,,,,375/10
14,Stanič Martin,007 - LK Ankaran,170/0,,277/9,,173/0,,,620/9
15,Košmelj Blaž,074 - DL Eisnern,326/9,,,,,,,326/9
16,Thaler Matej,074 - DL Eisnern,,325/7,,,,,,325/7
17,Birsa Ferner Oliver,007 - LK Ankaran,,310/6,,,,,,310/6

Goli lok – Mlajše od 15 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Kodele Meta,067 - LK Budanje,475/25,509/25,519/25,489/25,503/25,485/*20,520/25,3015/150
2,Koprivc Prosen Amanda,006 - LK MINS Postojna,339/20,381/15,366/12,402/20,387/12,409/15,312/*12,2284/94
3,Smrdelj Lili,022 - LK Ilirska Bistrica,,363/12,429/15,,382/11,408/12,403/20,1985/70
4,Mišič Nika,073 - TKD Sovica,,421/20,,,447/15,492/25,,1360/60
5,Čokl Neža,073 - TKD Sovica,,,442/20,,457/20,391/11,,1290/51
6,Aralica Božič Tinkara,006 - LK MINS Postojna,245/15,193/11,,,,,,438/26
7,Mohorič Nikita,011 - LK Šenčur,,,,,,,344/15,344/15
8,Törnar Neli,068 - LK Lendava,,,,312/15,,,,312/15
9,Gerhold Metka Klara,001 - LK Muta,,,346/11,,,,,346/11

Goli lok – Mlajši od 15 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Pečak Žan,046 - LK Dolenjske Toplice,456/*15,453/20,462/20,492/25,454/20,496/25,498/20,2855/130
2,Pšeničnik Martin,011 - LK Šenčur,466/25,449/15,451/15,428/*15,471/25,484/20,501/25,2822/125
3,Jež Enej,067 - LK Budanje,377/10,422/11,385/10,,388/11,428/15,407/11,2407/68
4,Lukančič Jakob,058 - LD Logatec,458/20,433/12,443/11,379/12,394/12,,,2107/67
5,Hafner Otto,028 - GLK Tržič,331/9,385/10,381/8,,424/15,417/12,410/12,2348/66
6,Breznik Ožbi,001 - LK Muta,,,463/25,445/20,,,,908/45
7,Planinšič Gal,001 - LK Muta,,465/25,448/12,,,,,913/37
8,Ferjančič Mark,067 - LK Budanje,396/11,289/7,384/9,,,,,1069/27
9,Bernik Iztok,074 - DL Eisnern,,385/9,,,,,403/10,788/19
10,Okorn Aljaž,011 - LK Šenčur,,,,,,387/11,371/8,758/19
11,Starman Lian,011 - LK Šenčur,,,,,,363/10,380/9,743/19
12,Korenč Žiga,011 - LK Šenčur,,,,,,314/8,354/7,668/15
13,Moštrokol Taj,011 - LK Šenčur,,,,,,,424/15,424/15
14,Kušar Miha,022 - LK Ilirska Bistrica,399/12,,,,,,,399/12
15,Meden Mark,073 - TKD Sovica,,,,,,349/9,,349/9
16,Lotrič Nace,074 - DL Eisnern,,377/8,,,,,,377/8
17,Hozjan Jurij,058 - LD Logatec,,263/6,,,,,,263/6

Goli lok – Mlajše od 18 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Karidi Veronika,067 - LK Budanje,440/25,436/25,435/25,,463/25,458/25,449/25,2681/150
2,Brejc Alja,011 - LK Šenčur,388/15,381/*12,402/20,375/20,444/20,372/20,408/20,2389/115
3,Rupar Špela,006 - LK MINS Postojna,433/20,409/15,,407/25,351/15,369/15,360/15,2329/105
4,Kodele Tina,067 - LK Budanje,326/12,299/9,264/15,291/15,,,,1180/51
5,Šuligoj Julija,014 - LK Gorica,265/9,353/11,,,,,,618/20
6,Brajer Ema,058 - LD Logatec,,412/20,,,,,,412/20
7,Kverh Živa,067 - LK Budanje,298/11,,,,,,,298/11
8,Rihtaršič Hana,074 - DL Eisnern,,299/10,,,,,,299/10
9,Samec Elizabeta,067 - LK Budanje,282/10,,,,,,,282/10
10,Furman Elizabeta,011 - LK Šenčur,149/0,,,,,,,149/0

Goli lok – Mlajši od 18 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Kovačič Gašper,011 - LK Šenčur,380/15,342/*10,372/25,379/20,392/15,354/15,406/25,2283/115
2,Kogej Jaka,058 - LD Logatec,449/25,400/25,369/20,333/12,405/20,348/12,,2304/114
3,Novak Erazem,011 - LK Šenčur,402/20,392/15,361/12,,426/25,404/20,374/15,2359/107
4,Pirc Mark,063 - LK DLL Potens,364/12,363/12,367/15,398/25,334/12,335/*11,349/11,2175/87
5,Troha Mihael,067 - LK Budanje,342/11,394/20,,358/15,333/11,317/10,386/20,2130/87
6,Grudnik Vid,008 - LK Gornji Grad,,,,,,412/25,,412/25
7,Gorc David,051 - LK Turjak,322/10,257/9,,,,,,579/19
8,Bjelić Maks Teo,028 - GLK Tržič,,,,,,,361/12,361/12
9,Turk Jernej,046 - LK Dolenjske Toplice,,362/11,,,,,,362/11
10,Zorko Timon,063 - LK DLL Potens,,164/0,,,,,,164/0

Goli lok – Mlajše od 21 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Tušar Ema,052 - DLLL Snežniška Diana,245/25,282/25,236/25,,296/25,381/25,355/20,1795/145
2,Jeraj Teja,028 - GLK Tržič,,,,,,,367/25,367/25
3,Verk Lucija,075 - Društvo Šentlok,,,,,,307/20,,307/20
4,Pirc Jevšenak Maja,011 - LK Šenčur,,,,,213/20,,,213/20
5,Nonković Manu,080 - LK Apolon,,,,,,302/15,,302/15
6,Regovc Pia,011 - LK Šenčur,,,,,,,235/15,235/15
7,Šega Maruša,062 - LD Legende Kolpe,,,124/0,,,,,124/0

Goli lok – Starejše od 50 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Kunej Branka,075 - Društvo Šentlok,411/25,418/15,460/25,,476/20,417/25,446/25,2628/135
2,Operčkal Marta,075 - Društvo Šentlok,,434/25,426/20,454/20,484/25,413/20,441/20,2652/130
3,Ovsec Jolanda,058 - LD Logatec,408/20,425/20,411/15,,386/15,397/15,,2027/85
4,Pustovrh Ana,028 - GLK Tržič,401/15,389/12,408/12,,370/12,335/12,344/12,2247/75
5,Oblak Lidija,076 - LK Hmeljček,300/12,,,,,,376/15,676/27
6,Gošar Sergeja,049 - DL Dravograd,,,,463/25,,,,463/25
7,Radosavac Katarina,063 - LK DLL Potens,,,,,,,247/11,247/11

Goli lok – Starejši od 50 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Štilec Igor,011 - LK Šenčur,513/25,518/25,522/25,515/25,512/*20,514/25,510/25,3092/150
2,Milharčič Robert,006 - LK MINS Postojna,511/20,513/20,515/20,507/20,495/*12,498/15,500/15,3044/110
3,Gugunović Braco,006 - LK MINS Postojna,497/15,473/10,,,513/25,488/10,501/20,2472/80
4,Krivec Nenad,075 - Društvo Šentlok,493/12,480/12,480/12,474/11,379/*2,502/20,497/12,2926/79
5,Operčkal Stanislav,075 - Društvo Šentlok,,482/15,478/11,478/12,497/15,489/11,492/11,2916/75
6,Tacer Miran,075 - Društvo Šentlok,452/9,472/9,485/15,463/9,451/*6,489/12,464/7,2825/61
7,Kovačič Martin,011 - LK Šenčur,467/10,455/7,462/10,473/10,480/11,433/*4,471/8,2808/56
8,Kupljen Silvo,053 - ŠD VLR Vilijem,430/7,,455/6,439/4,468/7,469/9,478/10,2739/43
9,Baša Marjan,022 - LK Ilirska Bistrica,,478/11,449/5,,477/9,466/8,472/9,2342/42
10,Močnik Dušan,011 - LK Šenčur,450/8,458/8,457/7,441/5,398/3,419/*2,427/5,2631/36
11,Perko Mirko,075 - Društvo Šentlok,420/5,,,444/6,406/4,438/6,457/6,2165/27
12,Zadravec Miha,002 - LK Maribor,,,461/9,445/7,479/10,,,1385/26
13,Frece Miran,075 - Društvo Šentlok,,450/6,460/8,434/3,476/8,,,1820/25
14,Komidar Nikolaj,052 - DLLL Snežniška Diana,422/6,431/5,426/4,,427/5,,,1706/20
15,Črešnjovnjak Danijel,068 - LK Lendava,478/11,,,457/8,,,,935/19
16,Kodrun Rihard,049 - DL Dravograd,,,,481/15,,,,481/15
17,Pšeničnik Igor,011 - LK Šenčur,,418/4,390/3,,,438/5,375/2,1621/14
18,Kržišnik Vladimir,067 - LK Budanje,318/4,374/3,361/2,,353/1,,335/1,1741/11
19,Grudnik Jernej,008 - LK Gornji Grad,,,,,,465/7,,465/7
20,Klemenčič Maksimiljan,049 - DL Dravograd,,,,,,,384/4,384/4
21,Zatler Edvard,075 - Društvo Šentlok,,,348/1,384/2,,,,732/3
22,Krajc Klemen,073 - TKD Sovica,,,,,,425/3,,425/3
23,Furman Bojan,011 - LK Šenčur,,,,,,,384/3,384/3

Tradicionalni lok – Članice
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Milharčič Jana,006 - LK MINS Postojna,411/*20,416/25,454/25,437/20,427/25,415/25,445/25,2594/145
2,Zver Tamara,068 - LK Lendava,438/25,,435/20,439/25,416/20,410/15,428/20,2566/125
3,Duša Renata,006 - LK MINS Postojna,378/15,356/12,395/15,387/15,354/15,290/11,,2160/83
4,Riabtsova Anna,063 - LK DLL Potens,348/12,311/11,,,,351/12,331/11,1341/46
5,Rejec Magdalena,074 - DL Eisnern,347/11,411/20,392/12,,,,,1150/43
6,Monfreda Alja,006 - LK MINS Postojna,,,,,,414/20,408/15,822/35
7,Kocman Žana,069 - LK Taborska jama,,399/15,,,,,,399/15
8,Martinjak Alenka,015 - LS Škofja Loka,,,,,,,386/12,386/12

Tradicionalni lok – Člani
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Husar Dominik,068 - LK Lendava,517/25,496/12,512/25,518/20,511/25,,514/25,3068/132
2,Aralica Simon,006 - LK MINS Postojna,494/15,451/11,494/15,,468/20,481/20,,2388/81
3,Bensa Borut,014 - LK Gorica,493/12,509/20,,,,506/25,,1508/57
4,Žagar Miha,015 - LS Škofja Loka,456/11,444/10,,,,452/15,451/20,1803/56
5,Savičić Željko,053 - ŠD VLR Vilijem,516/20,497/15,,,,,,1013/35
6,Horvat Kristijan,068 - LK Lendava,,,510/20,463/15,,,,973/35
7,Premrov Rok,073 - TKD Sovica,,,,,430/15,431/12,,861/27
8,Cseh Gyula,068 - LK Lendava,,,,537/25,,,,537/25
9,Kocman Marjan,069 - LK Taborska jama,,516/25,,,,,,516/25
10,Pavrič Rok,065 - DL Lucky Art,,,,,,,415/15,415/15
11,Hmeljak Bojan,006 - LK MINS Postojna,,265/9,,,,,,265/9

Tradicionalni lok – Mlajši od 18 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Prekupec Jan,028 - GLK Tržič,474/25,364/20,378/20,,395/25,407/25,417/25,2435/140
2,Simčič Brus Tilen,006 - LK MINS Postojna,,397/25,467/25,,,,,864/50

Tradicionalni lok – Mlajše od 21 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Prekupec Tia,028 - GLK Tržič,382/25,374/*25,399/25,445/25,453/25,436/25,454/25,2569/150

Tradicionalni lok – Starejši od 50 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Marenk Robert,015 - LS Škofja Loka,509/25,487/20,493/25,471/15,489/25,503/25,485/*11,2952/135
2,Prekupec Slavko,028 - GLK Tržič,454/*11,475/15,475/20,486/25,475/15,473/12,494/20,2878/107
3,Pezo Miran,051 - LK Turjak,481/15,468/12,457/*12,484/20,470/12,481/15,490/15,2874/89
4,Manenica Mate Bojan,006 - LK MINS Postojna,452/10,433/11,460/15,444/12,442/11,,,2231/59
5,Turšič Maksimiljan,073 - TKD Sovica,,,,,477/20,485/20,487/12,1449/52
6,Kunej Samo,075 - Društvo Šentlok,,339/10,350/11,,,377/9,370/10,1436/40
7,Đogić Šefik,015 - LS Škofja Loka,468/12,490/25,,,,,,958/37
8,Debeljak Borut,076 - LK Hmeljček,320/9,,,278/11,,387/10,,985/30
9,Podržaj Marjan,011 - LK Šenčur,,,,,,,514/25,514/25
10,Starin Tomaž,051 - LK Turjak,493/20,,,,,,,493/20
11,Zatler Edi,075 - Društvo Šentlok,,,,,,416/11,,416/11

Dolgi lok – Članice
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Volk Rupar Erika,006 - LK MINS Postojna,490/25,464/25,,496/25,458/25,477/25,472/25,2857/150
2,Kostanjevec Aleksandra,067 - LK Budanje,362/20,339/20,320/25,,401/20,,390/20,1812/105
3,Ljubej Tanja,053 - ŠD VLR Vilijem,,,,,,457/20,,457/20

Dolgi lok – Člani
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Vuilov Andrei,063 - LK DLL Potens,492/20,493/25,473/*12,478/20,498/25,491/20,483/20,2935/130
2,Hozjan Jožef,068 - LK Lendava,510/25,492/20,501/25,496/25,487/20,,,2486/115
3,Črešnjovnjak Sašo,067 - LK Budanje,461/10,442/15,,380/15,459/12,,459/12,2201/64
4,Oblak Anže,074 - DL Eisnern,,,472/11,,,494/25,467/15,1433/51
5,Pleško Roman,053 - ŠD VLR Vilijem,475/12,,478/20,,475/15,,,1428/47
6,Božič Bojan,075 - Društvo Šentlok,,368/12,,,,299/10,396/11,1063/33
7,Breznikar Matevž,076 - LK Hmeljček,,,,319/12,,359/11,338/9,1016/32
8,Bizjak Jan,079 - ŠD Čelešnk,480/15,,477/15,,,,,957/30
9,Šket Miha,079 - ŠD Čelešnk,,,,,,,496/25,496/25
10,Bizjak Jernej,079 - ŠD Čelešnk,452/9,,465/10,,,,,917/19
11,Romih Klemen,028 - GLK Tržič,,,,,,469/15,,469/15
12,Novak Gregor,071 - LD ISHI,,,,,,443/12,,443/12
13,Bizjak Rok,079 - ŠD Čelešnk,470/11,,,,,,,470/11
14,Tiselj Jaša,076 - LK Hmeljček,,,,,,,376/10,376/10
15,Železnik Dejan,006 - LK MINS Postojna,,,,,,124/0,,124/0

Dolgi lok – Starejše od 50 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Vučko Mojca,051 - LK Turjak,,369/20,443/25,422/25,471/25,415/25,428/20,2548/140
2,Jagodnik Alije,022 - LK Ilirska Bistrica,407/25,428/25,420/20,,414/20,370/20,452/25,2491/135

Dolgi lok – Starejši od 50 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Fink Franci,051 - LK Turjak,452/25,472/25,453/12,464/15,439/*11,474/20,475/20,2790/117
2,Mehle Blaž,051 - LK Turjak,421/12,434/12,406/*7,466/20,475/25,488/25,473/15,2757/109
3,Čučnik Drago,076 - LK Hmeljček,,438/15,450/11,468/25,456/15,432/11,449/11,2693/88
4,Kejžar Milan,028 - GLK Tržič,424/15,431/11,433/9,,459/20,431/10,452/12,2630/77
5,Jenko Žiga,066 - LK Paradoks,,,453/15,420/12,456/12,447/12,483/25,2259/76
6,Lah Boris,076 - LK Hmeljček,445/20,391/6,453/20,,,336/5,373/7,1998/58
7,Škofic Aleš,079 - ŠD Čelešnk,,460/20,439/10,,,469/15,446/9,1814/54
8,Putrle Dejan,007 - LK Ankaran,420/11,420/8,,401/11,406/10,416/9,,2063/49
9,Ulaga Zlatko,075 - Društvo Šentlok,,428/10,474/25,,,,,902/35
10,Dimic Dušan,079 - ŠD Čelešnk,385/10,424/9,426/8,,,353/6,,1588/33
11,Oblak Jurij,074 - DL Eisnern,,,397/6,,,405/7,409/8,1211/21
12,Ahac Stanislav,051 - LK Turjak,,398/7,,,,415/8,,813/15
13,Levstek Robert,028 - GLK Tržič,,,,,,,448/10,448/10
14,Flisar Tomaž,068 - LK Lendava,,,,274/10,,,,274/10

Vsi slogi – Slepi in slabovidni
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Auguštin Matej,066 - LK Paradoks,297/25,313/25,236/25,,,290/25,317/25,1453/125
2,Virt Beno,028 - GLK Tržič,,241/20,,,,,241/20,482/40
3,Vogrinčič Boštjan,063 - LK DLL Potens,,,,,,,214/15,214/15

Tradicionalni lok – Mlajše od 13 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Hmeljak Neli,006 - LK MINS Postojna,,130/0,,,,,,130/0

Tradicionalni lok – Mlajši od 15 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Hmeljak Žiga,006 - LK MINS Postojna,,265/25,,,,,,265/25

Goli lok – Mlajši od 21 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Krašovc Jan,076 - LK Hmeljček,,,421/25,,,,,421/25
2,Ileršič Teo,073 - TKD Sovica,,,,,,299/25,,299/25

Dolgi lok – Mlajše od 21 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Porenta Zor Klara,028 - GLK Tržič,,,379/25,,,347/25,434/25,1160/75

Tradicionalni lok – Mlajši od 21 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Pleško Luka,053 - ŠD VLR Vilijem,,,,,146/0,,,146/0

Sestavljeni lok – Mlajše od 13 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Kržan Zoja,001 - LK Muta,,,,,,447/25,,447/25

Tradicionalni lok – Mlajši od 13 let
Mesto,Tekmovalec,Klub,Ajdovščina<br>16.11.2025,Postojna<br>6.12.2025,Kamnik<br>14.12.2025,Lendava<br>20.12.2025,Ilirska Bistrica<br>10.1.2026,Rakek<br>25.1.2026,Šenčur<br>7.2.2026,Skupaj
1,Melink Gabrijel,073 - TKD Sovica,,,,,,257/25,,257/25
